Churn,Account Length,Messages,Day Mins,Eve Mins,Night Mins,Intern. Min,CallCenter enquiry,Call Plan,Message Plan
0,154,0,166.9,154.9,189.4,7.2,0,0,0
0,100,0,142.5,195.7,122.1,7.8,2,0,0
0,146,0,133,262.8,214.3,11.2,1,1,0
0,148,11,252.9,284.3,262.8,12.3,1,0,1
0,67,28,95,291.2,159.6,10,2,0,1
1,161,0,194.2,249.4,254.9,12.9,1,1,0
0,70,0,222.8,215.9,223.5,0,1,0,0
0,116,0,201.8,231.5,226.1,16.5,0,0,0
1,99,42,216,232.3,215.5,9.3,2,0,1
0,87,0,146.3,171.8,167.5,5.3,1,0,0
0,87,0,234.8,140.9,204.3,9.5,1,0,0
0,70,0,198.6,213.9,171.2,10.6,2,0,0
0,131,0,94.4,215.1,179.7,13.1,2,0,0
0,119,0,190.4,215.6,161.2,10,2,0,0
0,119,32,142.6,208.2,171,12,3,0,1
0,87,0,134.2,165,173.1,10.7,0,1,0
1,112,0,111.9,114,146.8,14.1,5,0,0
0,75,0,122.8,211.3,261.4,10.7,2,0,0
0,150,0,189.3,220.9,238.7,9.2,4,0,0
0,161,38,240.4,201.8,206.1,16.1,0,0,1
0,91,24,93.5,183.4,240.7,9.9,0,1,1
0,124,0,158.6,211.2,179.3,10.2,3,0,0
0,94,0,243.2,147,94.9,7.2,4,1,0
0,217,0,176.4,158.8,306.6,9.3,4,0,0
0,158,0,220.9,242.2,233.3,6.4,0,0,0
0,102,0,144.4,266.5,217.6,7.1,0,0,0
0,85,0,212.3,228.4,163.3,7.7,0,0,0
0,79,0,147,165.7,243.2,8.4,1,0,0
0,139,25,96.2,178.9,182.1,12.9,2,0,1
0,103,0,263.4,179.1,214.7,10.3,0,0,0
0,98,0,12.5,256.6,169.4,7.7,1,1,0
0,78,0,162.3,192.4,240.6,10.1,2,0,0
0,50,0,183.6,58.6,202.6,8.7,1,0,0
0,161,0,178.1,146.5,137.6,8.5,1,0,0
0,67,0,201.4,97.6,202.5,7,0,0,0
0,86,38,123,133.9,138.2,13.3,1,0,1
0,92,0,208,198.9,76.4,8.6,0,0,0
0,174,0,239.2,188.5,105.6,8.8,1,0,0
0,124,0,193,89.8,172.8,15.3,1,0,0
0,132,31,174.5,245.6,172.8,10.3,1,0,1
0,190,26,116.7,145.9,175.1,9.9,1,0,1
0,101,0,93.8,150,241.1,10.7,1,0,0
0,185,30,154.1,118.7,258.4,12.9,2,1,1
0,68,29,239.5,203.8,167.8,9.9,0,0,1
0,117,25,216,224.1,267.9,11.8,0,0,1
0,118,0,187.4,177.8,233.4,12.2,1,0,0
0,124,0,167.4,233.2,109.6,10.3,0,0,0
0,22,0,160.4,218.1,192.9,12.5,1,0,0
0,75,0,143.2,209.1,173,11.9,1,0,0
0,134,0,205.3,240.5,179.1,5,1,0,0
0,164,25,219.1,151.5,50.1,14.3,1,0,1
0,44,0,143.2,169.8,215.8,7.6,1,0,0
0,177,0,232.8,175.2,212.2,12.5,2,0,0
0,110,0,162,247.5,155.5,8.9,0,0,0
0,53,27,25.9,206.5,228.1,6.5,1,0,1
1,108,0,154.2,112.3,246.4,15.4,4,0,0
1,80,0,322.3,222,162.8,6.7,0,0,0
0,158,0,209.9,221.3,210,8.2,1,0,0
0,114,0,191.5,175.2,220.3,0,0,0,0
0,64,19,291.1,226.7,219.1,7.5,1,0,1
0,88,0,215.6,216.2,171.3,11.8,3,0,0
0,82,0,208.8,213.7,175.1,12.4,3,1,0
0,111,0,255.9,204.1,171.3,12.3,3,0,0
0,60,0,252.7,221.1,109.9,12.4,2,0,0
0,113,0,132.1,247.5,246.2,6.9,3,0,0
0,109,0,217,207,268,8.2,1,0,0
0,105,42,101.9,223.1,241.6,12.9,0,0,1
0,85,0,211.5,184.6,164.3,13.3,2,0,0
0,131,0,153.4,198.5,164.4,10.4,0,0,0
0,59,0,166.3,239.3,123.2,10,2,0,0
0,148,0,185.2,170.4,165.1,9.5,1,0,0
0,210,0,104.6,149.5,255.1,6.5,2,0,0
0,115,0,245.2,159,229.9,7.2,0,0,0
0,106,0,274.4,198.6,160.8,6,1,0,0
0,93,0,98.4,249.6,248.2,14.2,1,0,0
0,57,29,279.9,223.1,251.7,13,1,0,1
0,98,0,187.2,195.6,181.8,5.1,1,0,0
0,157,0,276.2,165.8,151.6,2.2,3,0,0
0,116,35,200.4,272.8,214.5,8.3,1,0,1
0,30,0,162.3,244,180.1,9.1,2,0,0
1,111,0,176.9,102.8,213.7,10.5,4,0,0
0,52,0,165.5,205.5,213.6,12.2,0,0,0
0,72,0,217.8,189.7,182.6,10.4,4,0,0
1,135,28,201.4,246.5,154.8,12.9,2,0,1
0,86,0,190.5,179.6,258.5,10.1,3,0,0
0,98,29,179.9,189.2,164.3,12.8,3,0,1
0,151,0,235.9,80.6,212.8,5.8,3,0,0
0,118,0,140.4,187.1,207.9,7.9,0,0,0
0,117,0,144.6,258.8,253.2,7.4,2,0,0
0,55,0,189,118.5,248.1,17.1,0,0,0
0,82,0,101,155.6,304.4,13.3,0,0,0
0,152,0,206.3,292.8,43.7,10.6,1,0,0
0,108,15,165.1,267,250.7,10.9,1,0,1
1,98,0,165,202.6,172.3,12.5,1,0,0
0,130,0,155.9,256.1,262.9,11.7,3,0,0
0,136,0,199.2,214.7,150.9,11.8,1,1,0
0,47,0,155.3,188.2,247,12.3,3,0,0
0,189,0,208.3,236.7,179.1,11.3,3,0,0
0,107,0,157.1,162.6,150,12.1,1,0,0
1,91,0,154.4,168.3,239.9,11.7,5,0,0
1,159,0,189.1,246.1,242,10.4,1,0,0
0,11,24,131.5,230.2,283.7,10,2,0,1
0,167,0,166.4,243.2,229.2,9.9,1,0,0
0,111,0,142.3,122.8,229.5,12.8,2,0,0
0,99,19,87.7,223,182.3,7.3,2,0,1
0,159,19,184.1,194.5,225.6,16.9,0,0,1
0,114,31,174.5,224.2,116.3,12.3,2,1,1
0,71,0,103.3,138.5,164.8,9,2,0,0
0,122,0,35.1,180.8,251.6,12.7,1,0,0
0,100,25,246.6,141.4,189.8,13,1,0,1
0,83,37,78.5,210.5,179.7,11.8,1,0,1
1,64,0,148.1,164.9,216,12.3,5,0,0
0,105,0,206.2,256.4,117.1,9,1,0,0
0,144,33,251.6,197.6,209.2,12.2,2,0,1
1,106,26,270.3,215.2,254,14.4,1,1,1
0,19,34,156.6,224.2,260.9,11.3,1,0,1
0,46,0,139.4,223.7,173.1,13.6,1,0,0
0,127,0,220.2,188.4,172.7,11.7,2,0,0
0,9,39,214.1,169.2,189.7,10.1,1,0,1
0,157,0,196,213.4,196.8,7.9,1,0,0
1,105,0,106.4,240.1,147.7,5.3,6,0,0
0,105,29,179.4,275.4,246.1,10,0,0,1
0,155,0,216.7,144.3,135.3,10.8,2,0,0
0,31,0,177.3,152.8,162.9,5.1,0,0,0
0,161,0,151.6,219.4,224.7,4,1,0,0
0,95,32,262.2,165.2,194.3,10.6,0,0,1
0,122,0,173.6,91.7,211.7,9.7,3,0,0
0,37,0,106.6,147.4,235.8,9.6,2,1,0
1,132,0,193.3,128.3,162.1,11.6,5,0,0
0,119,24,217.2,138.7,139.3,11.3,0,0,1
0,16,0,209.5,172.8,94.1,8.8,1,0,0
0,99,0,95.4,207.2,136,5.6,1,0,0
0,76,26,214.6,205.2,134.6,8.1,1,0,1
1,167,0,131.6,211.3,168.3,11.1,4,0,0
0,129,0,168.4,217.1,81.6,11.8,1,0,0
0,116,0,146.4,176.6,212.6,7.8,1,0,0
0,60,0,183,206.7,203.8,11.1,1,1,0
0,128,0,103.3,245.9,161.1,6.4,0,0,0
0,47,28,112.2,154.8,166.7,10.6,0,0,1
0,40,0,170.7,179.1,281.9,8.2,3,1,0
0,173,0,172.5,142.6,102,10.9,0,0,0
0,157,30,194.3,243.2,322.2,7.1,1,0,1
0,66,32,187.8,129.8,132.3,12,2,0,1
0,50,26,307.1,289.4,174.9,8,0,1,1
0,72,0,118.2,167.2,214.2,12.2,3,0,0
0,130,0,154,205.9,233.7,12.9,1,0,0
0,143,0,155.5,213.4,237.9,7.6,1,0,0
0,89,0,125.6,213,181.7,5.4,1,1,0
0,108,0,199.3,224.2,140.1,15.2,0,0,0
0,32,0,157.9,180.8,132.5,12.8,1,0,0
0,166,0,203.4,167.7,132,9.2,2,0,0
0,109,0,222.2,218.5,266,10.9,1,0,0
0,72,39,92.8,271.2,167.1,5.8,1,0,1
0,134,32,216.8,102.2,174,8.6,0,0,1
0,13,0,193.2,194.4,186.5,9.7,4,0,0
0,90,0,113.2,189.3,271.8,14.1,3,0,0
0,111,36,166.2,238.8,108.8,11.2,3,0,1
0,101,23,262.2,157,129.1,7.3,1,0,1
0,72,0,207.8,195.7,184.8,13.1,0,0,0
0,67,35,245.4,148.2,274,7.5,1,0,1
1,172,0,287.1,178.4,153.2,14.4,3,0,0
0,154,32,192.3,165.3,205,9,2,0,1
0,69,0,194.2,242.1,215.8,9.7,2,0,0
0,123,0,211,217,214.8,9.8,3,0,0
0,130,12,141.9,228.9,195.1,8.7,0,0,1
0,142,26,220.5,239.5,254.3,5.9,2,0,1
0,29,0,157.4,145,281.8,9.3,1,0,0
0,87,28,143.5,223.5,175.4,11.2,0,0,1
0,149,0,156,56,163.3,8.9,0,0,0
0,146,0,160.1,208.4,177.6,9.2,2,1,0
1,88,0,235.1,251.8,285.9,7.2,4,1,0
1,119,15,160,209.5,82.3,8.7,5,1,1
0,48,0,188.4,165.9,205.7,13.2,1,0,0
0,135,0,194.8,235.3,174.4,11,1,0,0
0,100,0,247.8,130,134.3,6.9,1,0,0
0,98,0,221.2,213.6,291.8,11.9,4,0,0
0,75,26,118.5,213.9,132.6,13.4,2,0,1
0,180,33,231.8,232.9,206.9,7.6,1,0,1
0,100,25,215.9,257.9,180.2,11.6,1,0,1
0,119,35,217.1,220.8,249.5,8,2,0,1
0,86,0,83.5,221.1,349.7,12.6,0,0,0
0,155,39,183.3,205.1,263.7,5.1,1,0,1
1,78,0,236.8,265.3,152.4,9.5,1,1,0
0,153,0,193.8,195.3,182.7,8.5,1,0,0
0,92,25,134,206,180.6,9.7,0,0,1
0,13,25,176.6,172.7,104.5,11.3,2,0,1
0,154,0,191.4,205.4,205.7,10.2,3,0,0
0,144,35,174.8,219.6,255.8,12.8,0,1,1
0,48,0,275.2,180.2,159,7.9,1,0,0
0,94,0,174,241.1,207.8,7.9,1,0,0
0,139,0,165,249.7,170.3,12.6,1,0,0
0,126,0,228.7,168.7,223.5,11.8,1,0,0
0,122,0,107.9,235.8,228.6,9.5,2,0,0
0,139,0,221.3,157.8,192.5,11.3,1,0,0
0,95,0,141.1,211.4,103.7,5.9,3,0,0
0,80,31,166.4,238.3,150.7,10.7,4,0,1
0,131,28,249.6,227.2,239.9,7.6,3,0,1
0,36,0,178.6,213.1,198,10.9,1,0,0
0,180,0,139,224.9,170.8,15.7,2,0,0
0,25,0,134.3,202.3,195.9,12.6,2,0,0
0,113,0,215.9,240.1,156.7,4.9,3,0,0
0,88,31,181.6,213.2,207.8,11.4,1,0,1
0,120,0,178.4,168.3,120.5,9.3,1,0,0
0,74,0,106.4,140.2,90.9,11.4,1,0,0
0,109,0,170.7,240.2,119,11.4,2,0,0
0,162,33,184.5,183.2,127.4,12.3,0,0,1
0,124,37,161.2,204.2,231.5,8.9,1,0,1
0,177,0,84.9,257.5,210.5,7.5,2,0,0
0,91,0,217.9,230.1,232.1,10.6,1,0,0
1,105,0,270.9,226.2,178.8,8.8,0,0,0
1,24,0,243,183.9,184.3,15.3,0,0,0
0,48,0,128.2,48.1,116.3,8.9,0,0,0
0,86,0,126.3,168.8,154.6,9.8,2,0,0
0,163,0,178.7,215.7,152.7,10.6,4,0,0
0,91,0,159,255.1,82.4,10.1,0,0,0
0,56,0,150.9,161.8,167.7,11.7,3,0,0
0,147,24,219.9,208.5,352.5,8.1,3,1,1
0,64,0,168,192.4,166.5,10.1,2,0,0
1,108,34,162.1,171.8,259.8,9.6,4,0,1
0,159,0,198.8,195.5,213.3,16.5,5,0,0
0,136,0,256.8,230.1,143.6,9.1,3,1,0
0,116,35,182.8,212.7,193.8,11,1,0,1
0,45,38,196.8,254.2,261.8,7.7,1,0,1
0,122,0,140.1,231.4,188.1,11.2,2,0,0
0,138,0,194.3,189.9,232.2,9,5,0,0
0,132,0,117.6,214,239.5,8.8,1,0,0
0,101,0,193.7,186.6,223,11.6,0,1,0
0,58,0,243.1,231.4,180.9,7.8,2,0,0
0,81,0,145.4,129.3,186.4,5.2,1,0,0
0,87,0,169.1,169.9,244.9,9.9,3,0,0
0,116,0,229.3,184.5,168.2,8.8,2,0,0
0,85,0,197.2,211.7,210.1,8.3,4,1,0
1,62,33,186.4,201,286.7,11.1,2,0,1
0,90,0,76.1,290.3,236.9,10.8,0,0,0
0,98,0,162.8,185,219.5,6,2,0,0
0,73,0,182.3,199.2,120.2,18,1,0,0
0,107,0,194.4,247.8,245.4,11.2,2,1,0
0,55,20,189.3,118.6,250.2,12.5,2,0,1
0,76,22,160.1,168.7,23.2,9.5,3,0,1
0,30,0,145,240.7,197.1,7.1,3,0,0
0,157,0,220.7,119.3,165.1,11.5,4,0,0
1,40,31,224.7,134.5,120.3,7.5,1,0,1
0,72,0,147,162.3,162.9,10.5,1,0,0
0,95,39,260.8,213.4,195.6,10.1,1,0,1
0,42,0,155.4,164.1,157.7,9,0,0,0
0,86,0,166.2,255.3,228.1,5.4,1,0,0
0,131,0,211.8,260.5,144.2,10.8,0,0,0
1,55,45,130.5,208.4,141.6,11,4,0,1
0,74,0,162.7,292,183.3,8.7,0,0,0
0,81,37,237.1,264.2,271.3,7.9,1,1,1
0,81,0,166.2,217.6,220.2,13.2,4,0,0
1,28,0,121.7,125.8,261.6,8.3,6,0,0
0,111,0,176.4,201,150.4,11.2,0,0,0
0,3,27,67.4,244,281.1,11.4,2,0,1
1,51,0,229.7,336,192.8,9.6,1,0,0
0,68,24,176,277.9,174.7,14.7,1,0,1
1,163,0,247.7,269.5,167.3,9.6,0,0,0
0,87,0,115.4,262.6,245.7,13.1,2,0,0
1,58,0,112.2,209.6,260.9,13.9,0,0,0
0,109,0,162.6,154,209.7,11.5,0,0,0
0,111,0,229.4,214.1,289.6,10.4,4,0,0
0,144,0,139.6,124.2,95.6,15,2,0,0
1,135,0,263.8,251.3,200.1,8.4,5,0,0
0,109,46,217.5,233.7,163.9,9,4,0,1
0,107,14,114.3,199.8,194.7,7.5,1,0,1
0,149,0,196.3,136.8,154.7,7.7,2,0,0
0,56,0,253.2,188,142,4.4,1,0,0
0,129,0,98,240.7,254.8,10.5,0,0,0
0,92,0,249.4,211.5,169,9.1,0,0,0
0,67,30,129.6,233,297,14.5,1,0,1
0,120,0,221.3,267.6,111.5,9.3,0,0,0
0,166,0,220.7,177.8,206.1,12.4,1,0,0
0,66,0,87.6,262,184.6,9.2,1,0,0
0,76,0,203.6,161.7,175.9,8.4,0,0,0
0,79,0,213.6,234.9,229.6,8.8,2,0,0
0,98,31,181.6,220.7,236.3,12.9,2,0,1
0,141,22,215.4,328.7,160.5,7.8,1,0,1
1,49,0,266.3,207.8,205,14,2,0,0
0,46,0,199.2,175.1,210.6,10.2,3,0,0
0,137,0,115,137.8,224,7.3,3,0,0
1,171,0,270.5,230,136,9.6,1,0,0
0,10,0,222.2,153.1,227.4,12.9,1,0,0
0,88,0,61.9,262.6,212.5,8.8,3,0,0
0,89,0,141.1,249.1,136,10.8,2,0,0
1,82,0,189.2,184.4,255.8,10.6,3,0,0
0,139,0,196,186,153,9.8,3,0,0
0,87,0,171.6,205,170.6,13.8,0,0,0
0,137,0,174,161.3,260.7,11.4,2,1,0
1,45,0,78.6,187.3,184.2,7.4,1,0,0
0,90,0,200.9,164.3,249,8.9,1,0,0
0,103,0,141.3,253.6,215.8,6.4,1,0,0
0,100,0,235.8,176,63.6,7.3,2,0,0
0,110,0,185.1,165.1,111.6,6.3,3,0,0
0,124,0,254.3,78.9,153.2,11.8,2,0,0
0,10,0,183,214.8,206.4,8.7,2,0,0
0,89,29,163.5,274.8,381.9,7.5,2,0,1
0,121,0,207.9,210.5,109.6,7.7,2,0,0
0,101,0,248.6,174.9,207.2,6.1,3,0,0
0,103,31,185.4,197.6,147.1,14.5,2,0,1
0,51,0,197.8,221,168.6,8.9,1,0,0
1,2,0,132.1,138.9,192.6,9.1,2,1,0
0,111,0,197.1,227.8,214,9.3,0,0,0
0,118,0,154.6,184.2,217.4,12.6,2,0,0
1,17,31,153.1,185.9,224.3,10,6,0,1
0,130,0,211.2,231.1,220.9,6.3,2,0,0
1,193,0,96.8,142.6,210.1,10.9,2,0,0
0,114,0,172,276.4,193.7,10.1,1,0,0
0,137,0,141.1,147.2,254.7,8,2,0,0
0,185,29,151.1,244.7,154.4,13.8,2,0,1
0,101,0,209.6,228.8,172.4,7.6,3,0,0
0,95,32,247,125.6,226.5,10.5,3,0,1
0,7,30,221.4,165.8,247,10.8,1,0,1
1,126,0,321.3,167.9,193.6,8,1,0,0
0,71,0,243.7,60,189,11.3,0,0,0
0,124,0,251.5,214.2,186.1,11.1,3,0,0
1,97,0,236.9,157.6,241,7.3,0,1,0
0,28,0,159.7,216.7,206.7,9.3,2,0,0
1,90,0,148.2,220.4,134.2,9.2,4,1,0
0,190,0,150.9,268.6,179.9,14.7,1,0,0
0,31,28,210.5,250.5,241.6,11.5,1,0,1
0,52,24,170.9,201.4,159,4.1,2,0,1
0,73,0,254.7,90.2,153.4,10.6,0,0,0
1,111,0,284.4,157,242.8,8.4,0,0,0
1,98,0,0,159.6,167.1,6.8,4,0,0
1,106,0,133.7,187.8,181.9,10.7,1,1,0
0,111,0,224.9,191.9,229.9,10.3,0,0,0
0,59,0,151.8,209.9,266.9,11.9,1,0,0
0,71,22,141.4,163,220,5.6,2,0,1
1,55,0,285.7,230.9,230.7,14.8,0,0,0
0,13,0,58.4,262.2,159,11.9,1,0,0
0,136,16,90.4,201.3,227.1,13.1,0,0,1
0,123,0,114.4,216.6,250.6,11,0,0,0
0,105,0,147.7,222.7,163.5,12.8,2,0,0
0,50,31,302.7,240.5,193.9,13.6,3,0,1
0,118,0,136.1,204.2,228.2,11.3,1,0,0
0,97,0,169.7,165.9,191.9,12.8,3,0,0
0,51,0,227.2,194.4,243.4,14.9,0,0,0
1,73,0,217.8,220.6,277.3,10.3,1,0,0
0,35,0,124.2,123.9,135.7,13.1,2,0,0
0,64,0,206.2,232.4,251.6,13.6,1,0,0
0,63,0,132.9,67,160.4,9.9,3,0,0
0,117,31,104.9,237.6,263.4,7.7,3,0,1
1,115,0,245,250.7,270.2,13.7,1,0,0
0,162,0,184.5,224,180.5,11.6,1,0,0
0,89,0,89.5,179.3,225.1,12.3,3,0,0
0,94,0,235.6,194.8,170.6,8.6,1,1,0
0,129,0,186,262.3,98.9,11.5,4,0,0
0,86,0,223.9,155.7,150.2,7.3,1,0,0
0,96,0,179.5,162.3,264.5,6.6,1,0,0
0,190,0,169.4,253.5,197.1,8.9,1,0,0
0,80,0,118.1,144.3,225.1,8.2,1,0,0
1,108,0,112,193.7,208.9,4.1,4,0,0
0,97,32,168.4,225.9,191.8,8.5,0,0,1
0,84,42,214.3,188.2,333.5,11.3,0,0,1
1,65,0,245.7,241.9,285.3,4.2,4,0,0
0,131,34,156.6,71,261.7,13.4,1,0,1
0,58,43,142.8,272.3,193.4,8.9,1,1,1
0,36,0,202.4,230.7,202,10.2,3,0,0
0,54,0,116.8,123.1,217.5,12,1,0,0
0,45,0,155.7,260.3,192.2,11,1,0,0
0,125,39,236.1,289.2,175.4,9.1,2,0,1
0,72,21,138.1,260.1,135.4,8.2,2,0,1
0,141,0,51.9,162,223.5,10.1,3,0,0
0,113,0,81.3,220.6,235.7,8.9,0,0,0
0,20,35,171.5,153.1,165.6,7.1,0,0,1
0,212,0,126,144.3,302.8,7.6,1,0,0
0,99,0,197.2,156,204.1,9.9,4,1,0
0,94,0,194.1,227.2,190.4,15.3,1,0,0
0,40,0,115.7,127.8,107.5,9.3,1,0,0
0,86,29,157.2,196.3,226.7,8.4,3,0,1
1,101,0,269.7,207.6,214.2,4.5,3,0,0
0,170,0,246.4,228.1,166.4,9.1,0,0,0
0,105,0,227.4,268.5,143.3,13,1,0,0
0,103,0,189.8,115.5,191.3,12.2,0,0,0
0,140,27,188.9,160.9,197.7,11.5,4,1,1
0,101,0,0,192.1,168.8,7.2,1,0,0
0,98,19,110.5,227.8,243.6,11,1,0,1
0,104,0,167.6,219.2,215.9,11.7,4,0,0
0,115,0,132,197.5,175.8,0,3,0,0
0,112,0,167.8,247.9,155.1,11.9,0,0,0
0,70,0,213.4,204.7,256.6,5.7,1,0,0
0,126,0,175.4,98.3,201.9,10.6,0,0,0
0,87,39,82.6,224.4,163.6,9.5,3,0,1
1,125,0,143.2,88.1,233.2,8.8,4,0,0
0,86,0,125.5,269.8,235.8,8.9,1,0,0
1,73,31,82.3,256.1,229.6,11.8,6,0,1
0,232,0,165.6,195.9,118.3,11.8,1,0,0
0,1,30,183.1,232.6,248.3,8.4,0,0,1
0,133,0,162.1,212.1,260.4,12.2,1,0,0
0,103,0,166.6,192.4,167.9,7.7,1,0,0
0,131,24,135.9,233.2,210.6,9.4,1,0,1
0,95,20,165.7,215.6,243.3,9.8,0,0,1
0,182,0,176.1,174.9,234.7,9.7,1,0,0
0,99,0,142.3,204.5,203.1,9.1,0,0,0
0,27,0,177.6,296.8,192.9,7.6,3,0,0
0,141,0,83.2,190.6,150.5,10.7,1,0,0
0,29,37,235,183.3,139.8,5.7,2,1,1
0,65,0,105.7,141.8,180.5,6.6,2,0,0
1,81,0,149.4,171.9,214.5,17.9,3,1,0
0,37,20,264.7,216.5,210.7,10.4,0,0,1
0,107,31,160.3,221.5,261.6,5.6,1,0,1
0,127,28,95.9,159.5,152.8,10.4,1,1,1
0,78,0,140.7,195.2,252.9,11.7,0,0,0
0,55,0,119.7,231.8,222.3,4.6,2,0,0
0,86,30,99.9,263.5,254.7,9.8,2,0,1
0,176,0,250.9,171.4,148.6,9.6,2,0,0
0,96,0,200.6,289.5,98.3,11.2,2,1,0
0,11,38,209.8,196.6,233,7,1,0,1
0,48,34,198,273.7,217.9,7.6,1,0,1
0,127,0,239.8,128.9,249.9,11.3,1,0,0
0,63,0,164.5,147.9,252.7,11.2,0,0,0
0,79,0,220.9,192.2,161,12.2,1,0,0
0,47,37,112.8,243.9,178.7,13.2,2,0,1
1,89,19,112.6,261.7,123.5,11.1,0,1,1
0,83,26,226.4,234.7,133.6,10.8,1,0,1
0,126,34,244.9,219.6,210.8,9.7,4,1,1
0,60,0,203.2,235.8,224.9,15.1,2,0,0
0,122,0,136.7,243.1,188.9,8.6,0,0,0
0,136,0,152.6,208.9,119.1,5,1,0,0
0,172,47,274.9,186.6,245,8.8,1,0,1
1,102,0,195.7,209.1,201.1,8.3,1,0,0
0,113,0,204.3,188.8,139.4,9.2,1,1,0
0,79,0,222.3,146.2,275.6,8.9,3,0,0
0,55,8,222.5,171.5,377.5,9.7,1,0,1
0,111,28,128.8,157.3,147.4,10.3,2,0,1
0,160,0,174.3,171.3,220.8,8.3,0,0,0
0,110,0,242.5,162.3,184.1,7.8,4,0,0
0,192,0,221.6,285.2,167.4,12.7,4,0,0
0,93,0,114.3,221.1,126.3,10.9,0,0,0
0,101,33,219.7,186.8,184.5,9.5,2,0,1
0,77,0,144.9,151.3,252.4,12.3,2,0,0
0,105,40,236.5,117,221.1,8.1,2,0,1
1,133,44,174,209.4,224.1,14.1,2,0,1
0,131,0,109.5,332.1,258.6,6.6,1,0,0
0,106,33,81.6,235.6,150.9,9.9,1,0,1
0,118,0,133.4,121,254.7,5.9,1,0,0
0,125,0,137.1,209.8,238.4,8.6,1,0,0
0,95,0,197,190.4,211.9,16.1,0,0,0
0,80,0,198.1,156.7,182.1,9.3,3,0,0
0,145,0,39.5,264.3,185.8,10,0,0,0
0,37,0,199.5,207.5,83.9,8.1,2,0,0
0,87,0,156.8,215.8,223.3,7.6,1,0,0
0,69,0,183.4,237.6,228,9,3,0,0
0,83,0,132.4,121.6,197.7,8.6,1,0,0
0,195,0,63.2,220.2,184,5.1,0,0,0
1,67,35,181.1,215.9,216.3,16.9,0,1,1
0,75,27,117.5,206.8,194.4,4.2,3,0,1
0,123,27,218.7,163.4,173.8,15,0,0,1
0,41,41,207.3,137.3,115.7,5.9,1,0,1
0,75,0,150.6,301.5,158.7,8.1,0,0,0
1,76,0,273.3,263.6,165.2,12,1,1,0
0,86,0,266.1,182,206.5,10.3,1,1,0
0,140,0,112.8,156.7,249.6,16.3,0,0,0
0,70,0,104.7,82.2,169.4,15.8,3,0,0
0,121,35,193.8,197.6,218.8,5.9,0,0,1
0,112,0,168.6,298,194.7,9.8,1,0,0
0,118,0,253.2,201,195.3,9.7,2,0,0
0,66,16,174.7,232.1,305.4,8.9,1,0,1
0,78,0,87,193.6,205.8,11,0,0,0
0,129,34,204.5,132.8,190.1,14.8,2,0,1
0,6,0,226.5,152.1,164.4,9.4,3,0,0
0,107,0,234.1,163.1,282.5,10,1,1,0
1,107,0,133.3,182.9,241.1,12.9,3,1,0
0,138,0,133.9,166.4,193.5,15.4,1,0,0
0,103,0,160.2,138.9,312.5,9.7,0,0,0
0,116,44,230.6,224.1,244,11.1,0,0,1
0,189,0,227.4,176,206.1,6.3,2,0,0
0,161,0,72.8,267.1,222.5,11.8,2,0,0
0,1,0,196.1,296.5,211.5,7,1,0,0
0,89,0,197.1,165.9,227.3,12.8,1,0,0
0,64,0,219.6,303.3,154.5,9.7,1,0,0
1,126,30,153.4,151.4,153.8,12.8,4,0,1
0,129,0,216,186.9,210.7,4.9,2,0,0
0,128,32,222.9,262,191.4,10.8,0,0,1
0,81,36,115.9,236.6,255,11.7,3,0,1
0,114,0,189.8,147.7,172.7,10.6,1,0,0
0,50,0,154.7,298,210.2,11.1,0,0,0
0,86,0,136.4,202.5,230.7,11.5,3,0,0
0,96,0,170.5,277.5,162.5,12.2,1,0,0
0,72,0,272.4,107.9,185.5,12.7,0,0,0
0,64,40,210,232.7,168.8,5.9,8,0,1
0,57,17,236.5,163.1,236.7,12.2,2,1,1
0,65,0,153.9,220.1,280.5,8.5,2,0,0
0,163,0,223,227,188.3,8.8,1,0,0
0,136,0,252.4,167.9,248.3,10.7,2,0,0
0,116,0,197.9,168.1,239.8,12,1,0,0
0,93,0,152.4,274.6,252.2,6.6,3,0,0
0,142,40,237.4,175.9,210.3,9.2,3,0,1
0,92,0,265.6,180.7,211.1,8.6,1,0,0
0,70,0,197.3,305.8,171,6.7,1,0,0
0,22,14,199.1,221.8,65.7,4.2,1,0,1
0,37,0,233.7,207.9,212.7,12,2,0,0
0,51,0,183.1,160.1,311.8,7,1,0,0
0,174,0,139.4,143.4,225.2,10,2,0,0
1,68,0,213.9,260.5,233.8,8.4,1,0,0
0,130,0,207.1,200.1,194.2,12.4,1,0,0
0,104,0,139.7,202.6,203.6,11.3,2,0,0
0,134,0,177.2,228.7,194.3,8.9,2,0,0
0,108,35,169.8,173.7,214.6,9.5,2,0,1
0,103,0,173.5,244.3,221.6,9.7,3,0,0
0,62,0,159.9,172.2,263.2,5.6,1,0,0
0,162,0,115.1,196.8,212.4,11.4,2,0,0
0,93,19,136.8,179.5,71.1,12.5,2,0,1
0,42,0,92.2,211.2,129.1,13.1,1,0,0
0,155,23,243.9,133,213.7,13.4,2,0,1
0,36,0,117.1,235.4,221.3,9,0,0,0
1,143,0,223.3,167.1,203,4.5,0,0,0
0,197,0,154.8,171.5,227.3,10.6,3,0,0
1,81,0,261.4,215.7,271.8,8,1,0,0
1,138,0,46.5,186,167.5,9.6,4,1,0
1,103,18,149.9,170.9,171.5,11.5,0,0,1
1,127,0,242.2,226.1,252,13.9,2,1,0
